ID	pair	second_dim_step	first_dim_step	avg_response
5348	reason-risen	5	2	24
5348	reason-risen	5	3	38
5348	reason-risen	5	4	59.6666666666667
5348	reason-risen	5	5	76.6666666666667
5348	reason-risen	5	6	91.3333333333333
5348	reason-risen	5	7	91.3333333333333
5348	kata-katta	1	1	9.66666666666667
5348	kata-katta	1	2	35
5348	kata-katta	1	3	55.3333333333333
5348	kata-katta	1	4	63.3333333333333
5348	kata-katta	1	5	53.6666666666667
5348	kata-katta	1	6	77.3333333333333
5348	kata-katta	1	7	80
5348	kata-katta	2	1	34.6666666666667
5348	kata-katta	2	2	30.6666666666667
5348	kata-katta	2	3	61.6666666666667
5348	kata-katta	2	4	54.6666666666667
5348	kata-katta	2	5	45.3333333333333
5348	kata-katta	2	6	69
5348	kata-katta	2	7	79
5348	kata-katta	3	1	23
5348	kata-katta	3	2	52.6666666666667
5348	kata-katta	3	3	56.6666666666667
5348	kata-katta	3	4	77.6666666666667
5348	kata-katta	3	5	39.3333333333333
5348	kata-katta	3	6	74.3333333333333
5348	kata-katta	3	7	78.3333333333333
5348	kata-katta	4	1	36
5348	kata-katta	4	2	36.6666666666667
5348	kata-katta	4	3	38
5348	kata-katta	4	4	57
5348	kata-katta	4	5	67.6666666666667
5348	kata-katta	4	6	79.6666666666667
5348	kata-katta	4	7	87.6666666666667
5348	kata-katta	5	1	15
5348	kata-katta	5	2	47.6666666666667
5348	kata-katta	5	3	34.6666666666667
5348	kata-katta	5	4	59
5348	kata-katta	5	5	70.6666666666667
5348	kata-katta	5	6	86.3333333333333
5348	kata-katta	5	7	79.6666666666667
5348	toru-tooru	1	1	8
5348	toru-tooru	1	2	37
5348	toru-tooru	1	3	78.6666666666667
5348	toru-tooru	1	4	70
5348	toru-tooru	1	5	85
5348	toru-tooru	1	6	85
5348	toru-tooru	1	7	90.3333333333333
5348	toru-tooru	2	1	12
5348	toru-tooru	2	2	29.3333333333333
5348	toru-tooru	2	3	74
5348	toru-tooru	2	4	73.6666666666667
5348	toru-tooru	2	5	88.3333333333333
5348	toru-tooru	2	6	99.3333333333333
5348	toru-tooru	2	7	100
5348	toru-tooru	3	1	15.6666666666667
5348	toru-tooru	3	2	33.3333333333333
5348	toru-tooru	3	3	60
5348	toru-tooru	3	4	91.3333333333333
5348	toru-tooru	3	5	99.6666666666667
5348	toru-tooru	3	6	99.3333333333333
5348	toru-tooru	3	7	100
5348	toru-tooru	4	1	0
5348	toru-tooru	4	2	19.6666666666667
5348	toru-tooru	4	3	62.3333333333333
5348	toru-tooru	4	4	62.6666666666667
5348	toru-tooru	4	5	83.3333333333333
5348	toru-tooru	4	6	99.3333333333333
5348	toru-tooru	4	7	99.6666666666667
5348	toru-tooru	5	1	0
5348	toru-tooru	5	2	40.3333333333333
5348	toru-tooru	5	3	38.3333333333333
5348	toru-tooru	5	4	65.3333333333333
5348	toru-tooru	5	5	97.3333333333333
5348	toru-tooru	5	6	93.3333333333333
5348	toru-tooru	5	7	100
5356	indent-intent	1	1	0.333333333333333
5356	indent-intent	1	2	0.333333333333333
5356	indent-intent	1	3	1
5356	indent-intent	1	4	56.3333333333333
5356	indent-intent	1	5	99.3333333333333
5356	indent-intent	1	6	99.6666666666667
5356	indent-intent	1	7	99.6666666666667
5356	indent-intent	2	1	0.333333333333333
5356	indent-intent	2	2	0.333333333333333
5356	indent-intent	2	3	0
5356	indent-intent	2	4	99.6666666666667
5356	indent-intent	2	5	99.6666666666667
5356	indent-intent	2	6	100
5356	indent-intent	2	7	99.3333333333333
5356	indent-intent	3	1	0.333333333333333
5356	indent-intent	3	2	0.333333333333333
5356	indent-intent	3	3	16.3333333333333
5356	indent-intent	3	4	99.6666666666667
5356	indent-intent	3	5	99.6666666666667
5356	indent-intent	3	6	99.6666666666667
5356	indent-intent	3	7	99.3333333333333
5356	indent-intent	4	1	0
5356	indent-intent	4	2	0.333333333333333
5356	indent-intent	4	3	0
5356	indent-intent	4	4	99.3333333333333
5356	indent-intent	4	5	100
5356	indent-intent	4	6	99.6666666666667
5356	indent-intent	4	7	98.6666666666667
5356	indent-intent	5	1	0.333333333333333
5356	indent-intent	5	2	0.333333333333333
5356	indent-intent	5	3	16.6666666666667
5356	indent-intent	5	4	99.6666666666667
5356	indent-intent	5	5	100
5356	indent-intent	5	6	100
5356	indent-intent	5	7	99.6666666666667
5356	reason-risen	1	1	0
5356	reason-risen	1	2	1
5356	reason-risen	1	3	0.333333333333333
5356	reason-risen	1	4	34
5356	reason-risen	1	5	41.6666666666667
5356	reason-risen	1	6	95
5356	reason-risen	1	7	94.6666666666667
5356	reason-risen	2	1	0
5356	reason-risen	2	2	0.333333333333333
5356	reason-risen	2	3	0
5356	reason-risen	2	4	56
5356	reason-risen	2	5	37
5356	reason-risen	2	6	93
5356	reason-risen	2	7	97.6666666666667
5356	reason-risen	3	1	0
5356	reason-risen	3	2	0
5356	reason-risen	3	3	2.33333333333333
5356	reason-risen	3	4	16.3333333333333
5356	reason-risen	3	5	49.6666666666667
5356	reason-risen	3	6	94
5356	reason-risen	3	7	99.6666666666667
5356	reason-risen	4	1	0
5356	reason-risen	4	2	0
5356	reason-risen	4	3	0.666666666666667
5356	reason-risen	4	4	0
5356	reason-risen	4	5	81
5356	reason-risen	4	6	100
5356	reason-risen	4	7	99.6666666666667
5356	reason-risen	5	1	0.666666666666667
5356	reason-risen	5	2	0
5356	reason-risen	5	3	0.333333333333333
5356	reason-risen	5	4	16
5356	reason-risen	5	5	100
5356	reason-risen	5	6	99
5356	reason-risen	5	7	99
5356	kata-katta	1	1	31
5356	kata-katta	1	2	41.3333333333333
5356	kata-katta	1	3	36.6666666666667
5356	kata-katta	1	4	55.3333333333333
5356	kata-katta	1	5	52.3333333333333
5356	kata-katta	1	6	90.3333333333333
5356	kata-katta	1	7	91.3333333333333
5356	kata-katta	2	1	37
5356	kata-katta	2	2	52
5356	kata-katta	2	3	12.3333333333333
5356	kata-katta	2	4	36.3333333333333
5356	kata-katta	2	5	79.6666666666667
5356	kata-katta	2	6	91
5356	kata-katta	2	7	93.6666666666667
5356	kata-katta	3	1	61
5356	kata-katta	3	2	22.6666666666667
5356	kata-katta	3	3	11.3333333333333
5356	kata-katta	3	4	51.3333333333333
5356	kata-katta	3	5	65.3333333333333
5356	kata-katta	3	6	92
5356	kata-katta	3	7	93.3333333333333
5356	kata-katta	4	1	38.3333333333333
5356	kata-katta	4	2	43.3333333333333
5356	kata-katta	4	3	49.6666666666667
5356	kata-katta	4	4	35.3333333333333
5356	kata-katta	4	5	63.3333333333333
5356	kata-katta	4	6	89.3333333333333
5356	kata-katta	4	7	91
5356	kata-katta	5	1	23
5356	kata-katta	5	2	7.66666666666667
5356	kata-katta	5	3	33.6666666666667
5356	kata-katta	5	4	22.3333333333333
5356	kata-katta	5	5	56
5356	kata-katta	5	6	62.6666666666667
5356	kata-katta	5	7	61.3333333333333
5356	toru-tooru	1	1	3
5356	toru-tooru	1	2	34.6666666666667
5356	toru-tooru	1	3	75.3333333333333
5356	toru-tooru	1	4	100
5356	toru-tooru	1	5	100
5356	toru-tooru	1	6	99.6666666666667
5356	toru-tooru	1	7	100
5356	toru-tooru	2	1	1
5356	toru-tooru	2	2	9
5356	toru-tooru	2	3	49
5356	toru-tooru	2	4	66.6666666666667
5356	toru-tooru	2	5	100
5356	toru-tooru	2	6	100
5356	toru-tooru	2	7	99
5356	toru-tooru	3	1	19.3333333333333
5356	toru-tooru	3	2	50
5356	toru-tooru	3	3	44.3333333333333
5356	toru-tooru	3	4	66.6666666666667
5356	toru-tooru	3	5	99.6666666666667
5356	toru-tooru	3	6	99.6666666666667
5356	toru-tooru	3	7	100
5356	toru-tooru	4	1	0
5356	toru-tooru	4	2	23.3333333333333
5356	toru-tooru	4	3	40.6666666666667
5356	toru-tooru	4	4	66.6666666666667
5356	toru-tooru	4	5	100
5356	toru-tooru	4	6	99.3333333333333
5356	toru-tooru	4	7	99.6666666666667
5356	toru-tooru	5	1	5.33333333333333
5356	toru-tooru	5	2	0
5356	toru-tooru	5	3	40.3333333333333
5356	toru-tooru	5	4	99.3333333333333
5356	toru-tooru	5	5	69.3333333333333
5356	toru-tooru	5	6	100
5356	toru-tooru	5	7	99.3333333333333
5363	indent-intent	1	1	2.66666666666667
5363	indent-intent	1	2	2.33333333333333
5363	indent-intent	1	3	1.33333333333333
5363	indent-intent	1	4	68
5363	indent-intent	1	5	98.3333333333333
5363	indent-intent	1	6	98.3333333333333
5363	indent-intent	1	7	99.6666666666667
5363	indent-intent	2	1	4
5363	indent-intent	2	2	6.66666666666667
5363	indent-intent	2	3	13.3333333333333
5363	indent-intent	2	4	53.6666666666667
5363	indent-intent	2	5	99
5363	indent-intent	2	6	91.3333333333333
5363	indent-intent	2	7	98.6666666666667
5363	indent-intent	3	1	1.66666666666667
5363	indent-intent	3	2	9.33333333333333
5363	indent-intent	3	3	23.6666666666667
5363	indent-intent	3	4	97
5363	indent-intent	3	5	99.3333333333333
5363	indent-intent	3	6	96.3333333333333
5363	indent-intent	3	7	98.3333333333333
5363	indent-intent	4	1	1.33333333333333
5363	indent-intent	4	2	5.33333333333333
5363	indent-intent	4	3	67
5363	indent-intent	4	4	92.3333333333333
5363	indent-intent	4	5	95.3333333333333
5363	indent-intent	4	6	95.6666666666667
5363	indent-intent	4	7	95
5363	indent-intent	5	1	0.666666666666667
5363	indent-intent	5	2	4.66666666666667
5363	indent-intent	5	3	53.3333333333333
5363	indent-intent	5	4	85.3333333333333
5363	indent-intent	5	5	96
5363	indent-intent	5	6	99
5363	indent-intent	5	7	98.3333333333333
5363	reason-risen	1	1	3
5363	reason-risen	1	2	0.666666666666667
5363	reason-risen	1	3	4.33333333333333
5363	reason-risen	1	4	28.6666666666667
5363	reason-risen	1	5	74.3333333333333
5363	reason-risen	1	6	80.6666666666667
5363	reason-risen	1	7	87.3333333333333
5363	reason-risen	2	1	3.33333333333333
5363	reason-risen	2	2	2
5363	reason-risen	2	3	22.3333333333333
5363	reason-risen	2	4	60.6666666666667
5363	reason-risen	2	5	49.3333333333333
5363	reason-risen	2	6	77.6666666666667
5363	reason-risen	2	7	88
5363	reason-risen	3	1	13.6666666666667
5363	reason-risen	3	2	4.66666666666667
5363	reason-risen	3	3	15.3333333333333
5363	reason-risen	3	4	65.3333333333333
5363	reason-risen	3	5	36.6666666666667
5363	reason-risen	3	6	85.3333333333333
5363	reason-risen	3	7	91
5363	reason-risen	4	1	3.66666666666667
5363	reason-risen	4	2	2
5363	reason-risen	4	3	9.33333333333333
5363	reason-risen	4	4	22.6666666666667
5363	reason-risen	4	5	60.6666666666667
5363	reason-risen	4	6	91.6666666666667
5363	reason-risen	4	7	89
5363	reason-risen	5	1	3
5363	reason-risen	5	2	6.33333333333333
5363	reason-risen	5	3	18
5363	reason-risen	5	4	29
5363	reason-risen	5	5	42
5363	reason-risen	5	6	92.6666666666667
5363	reason-risen	5	7	86
5363	kata-katta	1	1	48.3333333333333
5363	kata-katta	1	2	53.5
5363	kata-katta	1	3	76.6666666666667
5363	kata-katta	1	4	59.6666666666667
5363	kata-katta	1	5	76.5
5363	kata-katta	1	6	72
5363	kata-katta	1	7	66.5
5363	kata-katta	2	1	70.5
5363	kata-katta	2	2	60
5363	kata-katta	2	3	50
5363	kata-katta	2	4	65
5363	kata-katta	2	5	54.5
5363	kata-katta	2	6	72.6666666666667
5363	kata-katta	2	7	57.6666666666667
5363	kata-katta	3	1	66
5363	kata-katta	3	2	52.5
5363	kata-katta	3	3	71.6666666666667
5363	kata-katta	3	4	60
5363	kata-katta	3	5	79.5
5363	kata-katta	3	6	51.6666666666667
5363	kata-katta	3	7	73.5
5363	kata-katta	4	1	55.3333333333333
5363	kata-katta	4	2	60.6666666666667
5363	kata-katta	4	3	56.3333333333333
5363	kata-katta	4	4	51.5
5363	kata-katta	4	5	66.6666666666667
5363	kata-katta	4	6	54
5363	kata-katta	4	7	61.5
5363	kata-katta	5	1	53.6666666666667
5363	kata-katta	5	2	52.3333333333333
5363	kata-katta	5	3	30.6666666666667
5363	kata-katta	5	4	76
5363	kata-katta	5	5	76.3333333333333
5363	kata-katta	5	6	68
5363	kata-katta	5	7	61
5363	toru-tooru	1	1	58.3333333333333
5363	toru-tooru	1	2	51.3333333333333
5363	toru-tooru	1	3	25
5363	toru-tooru	1	4	52
5363	toru-tooru	1	5	41.5
5363	toru-tooru	1	6	49.6666666666667
5363	toru-tooru	1	7	54.6666666666667
5363	toru-tooru	2	1	75.3333333333333
5363	toru-tooru	2	2	57
5363	toru-tooru	2	3	54.3333333333333
5363	toru-tooru	2	4	56
5363	toru-tooru	2	5	47.3333333333333
5363	toru-tooru	2	6	66.5
5363	toru-tooru	2	7	58.3333333333333
5363	toru-tooru	3	1	34
5363	toru-tooru	3	2	36
5363	toru-tooru	3	3	59.3333333333333
5363	toru-tooru	3	4	46.3333333333333
5363	toru-tooru	3	5	73.5
5363	toru-tooru	3	6	65.3333333333333
5363	toru-tooru	3	7	53
5363	toru-tooru	4	1	55
5363	toru-tooru	4	2	42.6666666666667
5363	toru-tooru	4	3	50.6666666666667
5363	toru-tooru	4	4	57.3333333333333
5363	toru-tooru	4	5	40.6666666666667
5363	toru-tooru	4	6	63.6666666666667
5363	toru-tooru	4	7	59.3333333333333
5363	toru-tooru	5	1	58
5363	toru-tooru	5	2	52.6666666666667
5363	toru-tooru	5	3	54.6666666666667
5363	toru-tooru	5	4	77.3333333333333
5363	toru-tooru	5	5	55.6666666666667
5363	toru-tooru	5	6	55.3333333333333
5363	toru-tooru	5	7	55
5386	indent-intent	1	1	4.33333333333333
5386	indent-intent	1	2	6
5386	indent-intent	1	3	7.66666666666667
5386	indent-intent	1	4	94
5386	indent-intent	1	5	96.6666666666667
5386	indent-intent	1	6	86.6666666666667
5386	indent-intent	1	7	96.3333333333333
5386	indent-intent	2	1	4.66666666666667
5386	indent-intent	2	2	6.33333333333333
5386	indent-intent	2	3	2.33333333333333
5386	indent-intent	2	4	65.3333333333333
5386	indent-intent	2	5	95.3333333333333
5386	indent-intent	2	6	96.6666666666667
5386	indent-intent	2	7	93.3333333333333
5386	indent-intent	3	1	6.33333333333333
5386	indent-intent	3	2	9.66666666666667
5386	indent-intent	3	3	6
5386	indent-intent	3	4	78.3333333333333
5386	indent-intent	3	5	97.3333333333333
5386	indent-intent	3	6	95.3333333333333
5386	indent-intent	3	7	93
5386	indent-intent	4	1	4.33333333333333
5386	indent-intent	4	2	5.33333333333333
5386	indent-intent	4	3	13.6666666666667
5386	indent-intent	4	4	68
5386	indent-intent	4	5	96.6666666666667
5386	indent-intent	4	6	95.3333333333333
5386	indent-intent	4	7	97
5386	indent-intent	5	1	5.33333333333333
5386	indent-intent	5	2	4.66666666666667
5386	indent-intent	5	3	71.6666666666667
5386	indent-intent	5	4	79.3333333333333
5386	indent-intent	5	5	97.3333333333333
5386	indent-intent	5	6	98.3333333333333
5386	indent-intent	5	7	96.3333333333333
5386	reason-risen	1	1	2.33333333333333
5386	reason-risen	1	2	10.6666666666667
5386	reason-risen	1	3	4.33333333333333
5386	reason-risen	1	4	35.6666666666667
5386	reason-risen	1	5	72.3333333333333
5386	reason-risen	1	6	95.6666666666667
5386	reason-risen	1	7	85.3333333333333
5386	reason-risen	2	1	7.33333333333333
5386	reason-risen	2	2	5.33333333333333
5386	reason-risen	2	3	15.6666666666667
5386	reason-risen	2	4	70
5386	reason-risen	2	5	60
5386	reason-risen	2	6	77
5386	reason-risen	2	7	95
5386	reason-risen	3	1	34.3333333333333
5386	reason-risen	3	2	7.66666666666667
5386	reason-risen	3	3	72
5386	reason-risen	3	4	98
5386	reason-risen	3	5	76.6666666666667
5386	reason-risen	3	6	94.3333333333333
5386	reason-risen	3	7	98.5
5386	reason-risen	4	1	13
5386	reason-risen	4	2	23.5
5386	reason-risen	4	3	1
5386	reason-risen	4	4	32.3333333333333
5386	reason-risen	4	5	59.6666666666667
5386	reason-risen	4	6	95.3333333333333
5386	reason-risen	4	7	96.6666666666667
5386	reason-risen	5	1	9
5386	reason-risen	5	2	59
5386	reason-risen	5	3	74
5386	reason-risen	5	4	67
5386	reason-risen	5	5	98.6666666666667
5386	reason-risen	5	6	97
5386	reason-risen	5	7	98.3333333333333
5386	kata-katta	1	1	88
5386	kata-katta	1	2	41.6666666666667
5386	kata-katta	1	3	8.66666666666667
5386	kata-katta	1	4	12.6666666666667
5386	kata-katta	1	5	13.6666666666667
5386	kata-katta	1	6	11.6666666666667
5386	kata-katta	1	7	27
5386	kata-katta	2	1	54
5386	kata-katta	2	2	60.6666666666667
5386	kata-katta	2	3	73.6666666666667
5386	kata-katta	2	4	77.5
5386	kata-katta	2	5	12.3333333333333
5386	kata-katta	2	6	14.6666666666667
5386	kata-katta	2	7	7
5386	kata-katta	3	1	58.3333333333333
5386	kata-katta	3	2	76.3333333333333
5386	kata-katta	3	3	41.3333333333333
5386	kata-katta	3	4	17.5
5386	kata-katta	3	5	8.33333333333333
5386	kata-katta	3	6	6.33333333333333
5386	kata-katta	3	7	13.3333333333333
5386	kata-katta	4	1	89
5386	kata-katta	4	2	37.3333333333333
5386	kata-katta	4	3	43.6666666666667
5386	kata-katta	4	4	6
5386	kata-katta	4	5	9.66666666666667
5386	kata-katta	4	6	43
5386	kata-katta	4	7	38
5386	kata-katta	5	1	92.3333333333333
5386	kata-katta	5	2	84
5386	kata-katta	5	3	56.5
5386	kata-katta	5	4	30.3333333333333
5386	kata-katta	5	5	41
5386	kata-katta	5	6	38.6666666666667
5386	kata-katta	5	7	11
5386	toru-tooru	1	1	1.66666666666667
5386	toru-tooru	1	2	5
5386	toru-tooru	1	3	2.33333333333333
5386	toru-tooru	1	4	4
5386	toru-tooru	1	5	47.6666666666667
5386	toru-tooru	1	6	79
5386	toru-tooru	1	7	67.3333333333333
5386	toru-tooru	2	1	5.66666666666667
5386	toru-tooru	2	2	2.66666666666667
5386	toru-tooru	2	3	6
5386	toru-tooru	2	4	18.3333333333333
5386	toru-tooru	2	5	75.6666666666667
5386	toru-tooru	2	6	72.6666666666667
5386	toru-tooru	2	7	82.6666666666667
5386	toru-tooru	3	1	5
5386	toru-tooru	3	2	2
5386	toru-tooru	3	3	2.66666666666667
5386	toru-tooru	3	4	23.6666666666667
5386	toru-tooru	3	5	62
5386	toru-tooru	3	6	66.3333333333333
5386	toru-tooru	3	7	83.3333333333333
5386	toru-tooru	4	1	2
5386	toru-tooru	4	2	2.33333333333333
5386	toru-tooru	4	3	4
5386	toru-tooru	4	4	80.3333333333333
5386	toru-tooru	4	5	69.3333333333333
5386	toru-tooru	4	6	81.3333333333333
5386	toru-tooru	4	7	70.5
5386	toru-tooru	5	1	27.6666666666667
5386	toru-tooru	5	2	5
5386	toru-tooru	5	3	5
5386	toru-tooru	5	4	54.3333333333333
5386	toru-tooru	5	5	69.6666666666667
5386	toru-tooru	5	6	87.6666666666667
5386	toru-tooru	5	7	43.3333333333333
5420	indent-intent	1	1	0.666666666666667
5420	indent-intent	1	2	34
5420	indent-intent	1	3	99.3333333333333
5420	indent-intent	1	4	99.3333333333333
5420	indent-intent	1	5	99.6666666666667
5420	indent-intent	1	6	99
5420	indent-intent	1	7	99
5420	indent-intent	2	1	0.666666666666667
5420	indent-intent	2	2	39.6666666666667
5420	indent-intent	2	3	66.6666666666667
5420	indent-intent	2	4	99
5420	indent-intent	2	5	99
5420	indent-intent	2	6	99
5420	indent-intent	2	7	99
5420	indent-intent	3	1	4
5420	indent-intent	3	2	99
5420	indent-intent	3	3	99.6666666666667
5420	indent-intent	3	4	99.6666666666667
5420	indent-intent	3	5	99.6666666666667
5420	indent-intent	3	6	99
5420	indent-intent	3	7	99
5420	indent-intent	4	1	1.33333333333333
5420	indent-intent	4	2	37.6666666666667
5420	indent-intent	4	3	99.6666666666667
5420	indent-intent	4	4	99
5420	indent-intent	4	5	99
5420	indent-intent	4	6	99
5420	indent-intent	4	7	98.5
5420	indent-intent	5	1	6.5
5420	indent-intent	5	2	99.5
5420	indent-intent	5	3	99
5420	indent-intent	5	4	94.3333333333333
5420	indent-intent	5	5	98.6666666666667
5420	indent-intent	5	6	98.5
5420	indent-intent	5	7	99.5
5420	reason-risen	1	1	0.333333333333333
5420	reason-risen	1	2	0.666666666666667
5420	reason-risen	1	3	0.333333333333333
5420	reason-risen	1	4	0.666666666666667
5420	reason-risen	1	5	0.333333333333333
5420	reason-risen	1	6	1
5420	reason-risen	1	7	1
5420	reason-risen	2	1	1
5420	reason-risen	2	2	0.666666666666667
5420	reason-risen	2	3	1
5420	reason-risen	2	4	0.666666666666667
5420	reason-risen	2	5	0.333333333333333
5420	reason-risen	2	6	1
5420	reason-risen	2	7	49
5420	reason-risen	3	1	33.6666666666667
5420	reason-risen	3	2	0.333333333333333
5420	reason-risen	3	3	1.5
5420	reason-risen	3	4	11
5420	reason-risen	3	5	0.333333333333333
5420	reason-risen	3	6	47.6666666666667
5420	reason-risen	3	7	0.5
5420	reason-risen	4	1	66.3333333333333
5420	reason-risen	4	2	33.3333333333333
5420	reason-risen	4	3	50.5
5420	reason-risen	4	4	98.6666666666667
5420	reason-risen	4	5	99.3333333333333
5420	reason-risen	4	6	99
5420	reason-risen	4	7	34
5420	reason-risen	5	1	98.5
5420	reason-risen	5	2	99.3333333333333
5420	reason-risen	5	3	98.6666666666667
5420	reason-risen	5	4	98.6666666666667
5420	reason-risen	5	5	99
5420	reason-risen	5	6	99.3333333333333
5420	reason-risen	5	7	100
5420	kata-katta	1	1	26.3333333333333
5420	kata-katta	1	2	65
5420	kata-katta	1	3	97.6666666666667
5420	kata-katta	1	4	94.6666666666667
5420	kata-katta	1	5	43.3333333333333
5420	kata-katta	1	6	78
5420	kata-katta	1	7	99
5420	kata-katta	2	1	43
5420	kata-katta	2	2	66
5420	kata-katta	2	3	99
5420	kata-katta	2	4	66.6666666666667
5420	kata-katta	2	5	99.3333333333333
5420	kata-katta	2	6	25.3333333333333
5420	kata-katta	2	7	64.6666666666667
5420	kata-katta	3	1	65.6666666666667
5420	kata-katta	3	2	39.3333333333333
5420	kata-katta	3	3	98.3333333333333
5420	kata-katta	3	4	97.6666666666667
5420	kata-katta	3	5	65.3333333333333
5420	kata-katta	3	6	66
5420	kata-katta	3	7	94.6666666666667
5420	kata-katta	4	1	65.3333333333333
5420	kata-katta	4	2	69.6666666666667
5420	kata-katta	4	3	50
5420	kata-katta	4	4	97
5420	kata-katta	4	5	66
5420	kata-katta	4	6	98.3333333333333
5420	kata-katta	4	7	99.3333333333333
5420	kata-katta	5	1	66.3333333333333
5420	kata-katta	5	2	93.3333333333333
5420	kata-katta	5	3	98.6666666666667
5420	kata-katta	5	4	98.6666666666667
5420	kata-katta	5	5	83.6666666666667
5420	kata-katta	5	6	99.3333333333333
5420	kata-katta	5	7	99
5420	toru-tooru	1	1	2
5420	toru-tooru	1	2	4.33333333333333
5420	toru-tooru	1	3	2.33333333333333
5420	toru-tooru	1	4	60
5420	toru-tooru	1	5	65
5420	toru-tooru	1	6	49.5
5420	toru-tooru	1	7	98.5
5420	toru-tooru	2	1	3
5420	toru-tooru	2	2	2
5420	toru-tooru	2	3	0.5
5420	toru-tooru	2	4	66.6666666666667
5420	toru-tooru	2	5	44.5
5420	toru-tooru	2	6	99.3333333333333
5420	toru-tooru	2	7	97
5420	toru-tooru	3	1	1
5420	toru-tooru	3	2	24.3333333333333
5420	toru-tooru	3	3	6
5420	toru-tooru	3	4	56.6666666666667
5420	toru-tooru	3	5	65.6666666666667
5420	toru-tooru	3	6	66.3333333333333
5420	toru-tooru	3	7	66.6666666666667
5420	toru-tooru	4	1	0.666666666666667
5420	toru-tooru	4	2	26.6666666666667
5420	toru-tooru	4	3	3.66666666666667
5420	toru-tooru	4	4	32
5420	toru-tooru	4	5	65
5420	toru-tooru	4	6	34.3333333333333
5420	toru-tooru	4	7	34.3333333333333
5420	toru-tooru	5	1	62.3333333333333
5420	toru-tooru	5	2	1
5420	toru-tooru	5	3	34
5420	toru-tooru	5	4	74.3333333333333
5420	toru-tooru	5	5	34.6666666666667
5420	toru-tooru	5	6	67
5420	toru-tooru	5	7	73.3333333333333
5426	indent-intent	1	1	13
5426	indent-intent	1	2	8.33333333333333
5426	indent-intent	1	3	63
5426	indent-intent	1	4	78
5426	indent-intent	1	5	90
5426	indent-intent	1	6	89.6666666666667
5426	indent-intent	1	7	50.5
5426	indent-intent	2	1	12.6666666666667
5426	indent-intent	2	2	9
5426	indent-intent	2	3	52.3333333333333
5426	indent-intent	2	4	56.6666666666667
5426	indent-intent	2	5	91.3333333333333
5426	indent-intent	2	6	83.3333333333333
5426	indent-intent	2	7	88
5426	indent-intent	3	1	6.66666666666667
5426	indent-intent	3	2	24.6666666666667
5426	indent-intent	3	3	47
5426	indent-intent	3	4	65
5426	indent-intent	3	5	87
5426	indent-intent	3	6	91.3333333333333
5426	indent-intent	3	7	85.5
5426	indent-intent	4	1	9
5426	indent-intent	4	2	16
5426	indent-intent	4	3	28.6666666666667
5426	indent-intent	4	4	93.6666666666667
5426	indent-intent	4	5	93.3333333333333
5426	indent-intent	4	6	82
5426	indent-intent	4	7	91.3333333333333
5426	indent-intent	5	1	3
5426	indent-intent	5	2	27.6666666666667
5426	indent-intent	5	3	72
5426	indent-intent	5	4	87.3333333333333
5426	indent-intent	5	5	77
5426	indent-intent	5	6	81.3333333333333
5426	indent-intent	5	7	83.3333333333333
5426	reason-risen	1	1	1
5426	reason-risen	1	2	20.6666666666667
5426	reason-risen	1	3	14
5426	reason-risen	1	4	34.5
5426	reason-risen	1	5	32.3333333333333
5426	reason-risen	1	6	68.3333333333333
5426	reason-risen	1	7	84
5426	reason-risen	2	1	21
5426	reason-risen	2	2	34
5426	reason-risen	2	3	28.3333333333333
5426	reason-risen	2	4	46
5426	reason-risen	2	5	65
5426	reason-risen	2	6	92.3333333333333
5426	reason-risen	2	7	58
5426	reason-risen	3	1	6
5426	reason-risen	3	2	22
5426	reason-risen	3	3	28
5426	reason-risen	3	4	72
5426	reason-risen	3	5	52
5426	reason-risen	3	6	76
5426	reason-risen	3	7	69.6666666666667
5426	reason-risen	4	1	53
5426	reason-risen	4	2	40
5426	reason-risen	4	3	31
5426	reason-risen	4	4	74.3333333333333
5426	reason-risen	4	5	74.3333333333333
5426	reason-risen	4	6	53.3333333333333
5426	reason-risen	4	7	83
5426	reason-risen	5	1	1.33333333333333
5426	reason-risen	5	2	24.3333333333333
5426	reason-risen	5	3	38.6666666666667
5426	reason-risen	5	4	49.6666666666667
5426	reason-risen	5	5	86
5426	reason-risen	5	6	87.3333333333333
5426	reason-risen	5	7	84
5426	kata-katta	1	1	21.3333333333333
5426	kata-katta	1	2	24.3333333333333
5426	kata-katta	1	3	38.6666666666667
5426	kata-katta	1	4	46
5426	kata-katta	1	5	53
5426	kata-katta	1	6	52.3333333333333
5426	kata-katta	1	7	53.6666666666667
5426	kata-katta	2	1	25.6666666666667
5426	kata-katta	2	2	34
5426	kata-katta	2	3	28.6666666666667
5426	kata-katta	2	4	38.3333333333333
5426	kata-katta	2	5	64.5
5426	kata-katta	2	6	56.6666666666667
5426	kata-katta	2	7	51
5426	kata-katta	3	1	34.3333333333333
5426	kata-katta	3	2	28
5426	kata-katta	3	3	29
5426	kata-katta	3	4	29.6666666666667
5426	kata-katta	3	5	32
5426	kata-katta	3	6	60.6666666666667
5426	kata-katta	3	7	67
5426	kata-katta	4	1	25.3333333333333
5426	kata-katta	4	2	30
5426	kata-katta	4	3	66
5426	kata-katta	4	4	37.3333333333333
5426	kata-katta	4	5	48
5426	kata-katta	4	6	24.5
5426	kata-katta	4	7	78.5
5426	kata-katta	5	1	28.3333333333333
5426	kata-katta	5	2	33.3333333333333
5426	kata-katta	5	3	45.5
