"ID","age","gender","context_hours_watching","passive_watching_lang1","passive_watching_lang1_hours","passive_watching_lang2","passive_watching_lang2_hours","passive_watching_lang3","passive_watching_lang3_hours","passive_watching_lang4","passive_watching_lang4_hours","context_hours_listening","passive_listening_lang1","passive_listening_lang1_hours","passive_listening_lang2","passive_listening_lang2_hours","passive_listening_lang3","passive_listening_lang3_hours","passive_listening_lang4","passive_listening_lang4_hours","context_hours_games","passive_games_lang1","passive_games_lang1_hours","passive_games_lang2","passive_games_lang2_hours","passive_games_lang3","passive_games_lang3_hours","passive_games_lang4","passive_games_lang4_hours","context_hours_internet","passive_internet_lang1","passive_internet_lang1_hours","passive_internet_lang2","passive_internet_lang2_hours","passive_internet_lang3","passive_internet_lang3_hours","passive_internet_lang4","passive_internet_lang4_hours","context_hours_home","passive_home_lang1","passive_home_lang1_hours","passive_home_lang2","passive_home_lang2_hours","passive_home_lang3","passive_home_lang3_hours","passive_home_lang4","passive_home_lang4_hours","context_hours_family","passive_family_lang1","passive_family_lang1_hours","passive_family_lang2","passive_family_lang2_hours","passive_family_lang3","passive_family_lang3_hours","passive_family_lang4","passive_family_lang4_hours","context_hours_social","passive_social_lang1","passive_social_lang1_hours","passive_social_lang2","passive_social_lang2_hours","passive_social_lang3","passive_social_lang3_hours","passive_social_lang4","passive_social_lang4_hours","context_hours_work_school","passive_work_school_lang1","passive_work_school_lang1_hours","passive_work_school_lang2","passive_work_school_lang2_hours","passive_work_school_lang3","passive_work_school_lang3_hours","passive_work_school_lang4","passive_work_school_lang4_hours","context_hours_out_of_home","passive_out_of_home_lang1","passive_out_of_home_lang1_hours","passive_out_of_home_lang2","passive_out_of_home_lang2_hours","passive_out_of_home_lang3","passive_out_of_home_lang3_hours","passive_out_of_home_lang4","passive_out_of_home_lang4_hours","context_hours_other","context_hours_other_please_specify","passive_other_lang1","passive_other_lang1_hours","passive_other_lang2","passive_other_lang2_hours","passive_other_lang3","passive_other_lang3_hours","passive_other_lang4","passive_other_lang4_hours","hours_awake_question_15","other_info_part_2_question_16"
"153",36,"Female",4,"English",4,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,22,"English",22,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"I walk around the neighborhood for an hour each day","English",1,NA,NA,NA,NA,NA,NA,16,"I am only exposed to English as I live in a non-diverse neighborhood"
"155",39,"Female",3,"english",2,"korean",1,NA,NA,NA,NA,1,"english",1,NA,NA,NA,NA,NA,NA,1,"english",1,NA,NA,NA,NA,NA,NA,3,"english",3,NA,NA,NA,NA,NA,NA,3,"english",3,NA,NA,NA,NA,NA,NA,1,"english",1,NA,NA,NA,NA,NA,NA,1,"english",NA,NA,NA,NA,NA,NA,NA,3,"english",3,NA,NA,NA,NA,NA,NA,1,"english",1,NA,NA,NA,NA,NA,NA,1,"alone talking to myself","english",1,NA,NA,NA,NA,NA,NA,18,"none"
"156",32,"Female",2,"English",2,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,12,"English",12,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA
"157",23,"Male",1,"English",1,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,6,"English",6,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
"158",33,"Male",3,"English",3,NA,NA,NA,NA,NA,NA,0,"English",0,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,0,"English",0,NA,NA,NA,NA,NA,NA,0,"English",0,NA,NA,NA,NA,NA,NA,0,"English",0,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,NA,"English",0,NA,NA,NA,NA,NA,NA,12,NA
"159",32,"Female",3,"English",2.3,"French",0.3,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,4,"English",3,"French",0.3,"Portuguese",0.3,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"160",29,"Female",3,"english",3,NA,NA,NA,NA,NA,NA,4,"english",2,"Japanese",2,NA,NA,NA,NA,5,"english",5,NA,NA,NA,NA,NA,NA,2,"english",2,NA,NA,NA,NA,NA,NA,24,"english",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"english",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA
"161",23,"Female",2.5,"English",2.5,NA,0,NA,0,NA,0,2,"English",2,NA,0,NA,0,NA,0,1,"English",1,NA,0,NA,0,NA,0,1,"English",1,NA,0,NA,0,NA,0,14,"English",14,NA,0,NA,0,NA,0,1,"English",1,NA,0,NA,0,NA,0,1,"English",1,NA,0,NA,0,NA,0,8,"English",8,NA,0,NA,0,NA,0,2,"English",2,NA,0,NA,0,NA,0,0,NA,NA,0,NA,0,NA,0,NA,0,16,"I speak  only one language."
"162",38,"Female",4,"Spanish",1,"Portuguese",1,"german",0.5,"English",1.5,1,"English",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"english",1,NA,NA,NA,NA,NA,NA,6,"english",6,NA,NA,NA,NA,NA,NA,1,"english",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4,"english",3.5,"Spanisg",0.5,NA,NA,NA,NA,1,"english",0.5,"spanish",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,"I grew up in Texas and was expossed to  many languages but still speak English"
"163",33,"Male",2,"english",2,NA,NA,NA,NA,NA,NA,1,"english",1,NA,NA,NA,NA,NA,NA,4,"english",4,NA,NA,NA,NA,NA,NA,1,"english",1,NA,NA,NA,NA,NA,NA,8,"english",8,NA,NA,NA,NA,NA,NA,0,"english",NA,NA,NA,NA,NA,NA,NA,1,"english",1,NA,NA,NA,NA,NA,NA,9,"english",9,NA,NA,NA,NA,NA,NA,1,"english",1,NA,NA,NA,NA,NA,NA,0,NA,"english",NA,NA,NA,NA,NA,NA,NA,18,NA
"167",28,"Female",2,"English",1.8,"Spanish",0.2,NA,NA,NA,NA,1,"English",0.9,"Spanish",0.1,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,6,"English",6,NA,NA,NA,NA,NA,NA,2,"English",1.9,"Spanish",0.1,NA,NA,NA,NA,9,"English",8.5,"Spanish",0.5,NA,NA,NA,NA,1,"English",0.95,"Spanish",0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA
"168",32,"Male",3,"English",3,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,5,"English",5,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,5,"English",5,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"None available."
"169",34,"Female",3,"English",3,NA,NA,NA,NA,NA,NA,0,"English",NA,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,9,"English",9,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,0,"0","English",NA,NA,NA,NA,NA,NA,NA,15,NA
"170",25,"Female",1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,1,"English",0.95,"Spanish",0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"I am regularly exposed to English. All my friends and family members speak English. However, I do hear some people speaking in Spanish occassionally when I go out places."
"171",19,"Female",3,"English",2.5,"Korean",0.5,NA,NA,NA,NA,6,"English",6,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,2,"English",2,"French",1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"I watch Korean tv shows and am in a relationship with a native French speaker so I hear it a lot."
"172",33,"Male",2,"English",1.5,"Spanish",0.5,NA,NA,NA,NA,1.5,"English",1.5,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,5,"English",5,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,"Typically none",NA,NA,NA,NA,NA,NA,NA,NA,17,"None"
"174",30,"Female",4,"English",3,"Japanese",1,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,20,"English",20,NA,NA,NA,NA,NA,NA,20,"English",20,NA,NA,NA,NA,NA,NA,2,"English",1.5,"Spanish",0.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"English",0.75,"Spanish",0.25,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"I'm mostly exposed to other languages through entertainment and occassionally from people around me. The only other language I'm likely to hear where I live is Tagalog, but I don't know if I could pick it out without any help."
"175",36,"Male",2,"English",2,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,14,"English",14,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,15,NA
"176",32,"Female",3,"English",3,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,"English",NA,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
"177",35,"Female",2,"English",2,NA,0,NA,0,NA,0,0.75,"English",0.75,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",0,NA,NA,NA,NA,NA,NA,4,"English",0,NA,NA,NA,NA,NA,NA,0.25,"English",0.25,NA,NA,NA,NA,NA,NA,NA,NA,"0",0,"0",0,"0",0,"0",0,16,"My community, and country at large, is predominantly an English speaking people. I have never taken a lesson in another language."
"178",33,"Female",1,"English",1,NA,NA,NA,NA,NA,NA,0.5,"English",0.5,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0.5,"English",0.5,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0.75,"Exercise","English",0.75,NA,NA,NA,NA,NA,NA,15,NA
"179",35,"Female",2,"English",2,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,4,"English",2,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,6,"English",6,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
"181",32,"Male",3,"ENGLISH",3,NA,NA,NA,NA,NA,NA,1,"ENGLISH",1,NA,NA,NA,NA,NA,NA,3,"ENGLISH",3,NA,NA,NA,NA,NA,NA,3,"ENGLISH",3,NA,NA,NA,NA,NA,NA,6,"ENGLISH",6,NA,NA,NA,NA,NA,NA,1,"ENGLISH",1,NA,NA,NA,NA,NA,NA,1,"ENGLISH",1,NA,NA,NA,NA,NA,NA,8,"ENGLISH",8,NA,NA,NA,NA,NA,NA,2,"ENGLISH",2,NA,NA,NA,NA,NA,NA,0,NA,"ENGLISH",0,NA,NA,NA,NA,NA,NA,18,"No additional information"
"182",26,"Male",15,"English",14,"Spanish",0.1,"French",0.1,"Chinese",0.1,1,"English",1,"Spanish",0,"French",0,"Chinese",0,4,"English",4,"Spanish",0,"French",0,"Chinese",0,12,"English",12,"Spanish",0,"French",0,"Chinese",0,20,"English",20,"Spanish",0,"French",0,"Chinese",0,12,"English",12,"Spanish",0,"French",0,"Chinese",0,0,"English",0,"Spanish",0,"French",0,"Chinese",0,2,"English",2,"Spanish",0,"French",0,"Chinese",0,0,"English",0,"Spanish",0,"French",0,"Chinese",0,0,NA,"English",0,"Spanish",0,"French",0,"Chinese",0,15,"I am not exposed to any other languages other than the pnes listed and I exclusively speank english."
"183",28,"Male",2,"English",2,NA,NA,NA,NA,NA,NA,1,"English",0.5,NA,NA,NA,NA,NA,NA,0.5,"English",4,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,5,"English",5,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA
"184",35,"Male",3,"English",3,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,9,"English",9,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA
"186",24,"Female",3,"English",3,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,5,"English",5,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
"187",40,"Male",2,"English",2,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA
"188",26,"Female",0.5,"English",0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,6,"English",6,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA
"189",32,"Male",9,"English",9,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,19,"English",19,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"I have a close friend and colleague who speaks several languages that I don't know the names of. I hear her on the phone with family and friends from her home country (Nigeria) for at least a few minutes once or twice a week."
"190",21,"Female",6,"English",6,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,0,"English",0,NA,NA,NA,NA,NA,NA,7,"English",7,NA,NA,NA,NA,NA,NA,6,"English",6,NA,NA,NA,NA,NA,NA,5,"English",5,NA,NA,NA,NA,NA,NA,6,"English",6,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA
"191",31,"Male",3,"English",2,"French",0.5,"SPANISH",0.25,"ITALIAN",0.25,4,"ENGLISH",2,"FRENCH",1,"SPANISH",0.75,"KOREAN",0.25,2,"ENGLISH",2,NA,NA,NA,NA,NA,NA,2,"ENGLISH",2,NA,NA,NA,NA,NA,NA,4,"ENGLISH",3,"FRENCH",1,NA,NA,NA,NA,3,"ENGLISH",3,NA,NA,NA,NA,NA,NA,2,"ENGLISH",1,"FRENCH",1,NA,NA,NA,NA,8,"ENGLISH",6,"FRENCH",1,"SPANISH",0.5,"KOREAN",0.5,4,"ENGLISH",2,"FRENCH",1,"SPANISH",0.25,"KOREAN",0.75,2,NA,"ENGLISH",1,"SPANISH",1,NA,NA,NA,NA,16,"In mostly use English in social contexts to communicate with my family, friends, work colleagues and siblings."
"194",37,"Male",2,"English",2,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,12,"English",12,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,5,"English",5,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,NA,NA,"English",1,NA,NA,NA,NA,NA,NA,15,NA
"197",32,"Male",2,"English",2,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
"198",41,"Male",2,"english",2,NA,NA,NA,NA,NA,NA,2,"English",1,"French",1,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,8,"English",8,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
"199",29,"Male",1,"English",0,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,5,"English",1,NA,NA,NA,NA,NA,NA,1,"ENGLISH",1,NA,NA,NA,NA,NA,NA,5,"recreational activities","ENGLISH",5,NA,NA,NA,NA,NA,NA,18,"I am exposed to English"
"200",38,"Male",2.5,"English",2.5,NA,NA,NA,NA,NA,NA,0.5,"English",0.5,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,2,"English",2,NA,NA,NA,NA,NA,NA,4,"English",4,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,3,"English",3,NA,NA,NA,NA,NA,NA,1,"English",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA
"202",24,"Male",3,"english",3,NA,NA,NA,NA,NA,NA,2,"english",2,NA,NA,NA,NA,NA,NA,2,"english",2,NA,NA,NA,NA,NA,NA,1,"english",1,NA,NA,NA,NA,NA,NA,6,"english",6,NA,NA,NA,NA,NA,NA,6,"english",6,NA,NA,NA,NA,NA,NA,2,"english",2,NA,NA,NA,NA,NA,NA,5,"english",6,NA,NA,NA,NA,NA,NA,2,"english",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
"203",29,"Female",3,"english",3,NA,NA,NA,NA,NA,NA,1,"english",1,NA,NA,NA,NA,NA,NA,1,"english",1,NA,NA,NA,NA,NA,NA,3,"english",3,NA,NA,NA,NA,NA,NA,5,"english",5,NA,NA,NA,NA,NA,NA,4,"english",4,NA,NA,NA,NA,NA,NA,3,"english",3,NA,NA,NA,NA,NA,NA,4,"english",4,NA,NA,NA,NA,NA,NA,3,"english",3,NA,NA,NA,NA,NA,NA,NA,NA,"english",NA,NA,NA,NA,NA,NA,NA,12,NA
